"no","issn","issn2","title","title_main","comments","database","Scopus","WoS","CA","PubMed","Springer","GeoRef","MathSciNet","zbMATH"
611,"0321-2653","","Известия высших учебных заведений. Северо- Кавказский регион. Серия: Технические науки / IZVESTIYA VYSSHIKH UCHEBNYKH ZAVEDENII SEVERO KAVKAZSKII REGION TEKHNICHESKIE NAUKI","Известия высших учебных заведений. Северо- Кавказский регион. Серия: Технические науки / IZVESTIYA VYSSHIKH UCHEBNYKH ZAVEDENII SEVERO KAVKAZSKII REGION TEKHNICHESKIE NAUKI",NA,"CA(pt)","","","да","","","","",""
612,NA,"1019-6390","Известия высших учебных заведений. Строительство / IZVESTIYA VYSSHIKH UCHEBNYKH ZAVEDENII STROITEL'STVO","Известия высших учебных заведений. Строительство / IZVESTIYA VYSSHIKH UCHEBNYKH ZAVEDENII STROITEL'STVO",NA,"CA(pt)","","","да","","","","",""
613,"0021-3497","","Известия высших учебных заведений. Технология текстильной промышленности / IZVESTIYA VYSSHIKH UCHEBNYKH ZAVEDENII TEKHNOLOGIYA TEKSTIL’NOI PROMYSHLENNOSTI","Известия высших учебных заведений. Технология текстильной промышленности / IZVESTIYA VYSSHIKH UCHEBNYKH ZAVEDENII TEKHNOLOGIYA TEKSTIL’NOI PROMYSHLENNOSTI",NA,"CA(pt). Scopus","да","","да","","","","",""
614,"0021-3411","","Известия высших учебных заведений. Физика (*англ. Russian Physics Journal)","Известия высших учебных заведений. Физика","(*англ. Russian Physics Journal)","MathSciNet, Scopus (a), WoS (а), zbMATH (a)","да","да","","","","","да","да"
615,"0579-2991","2500-3070","Известия высших учебных заведений. Химия и химическая технология / Izvestiya Vysshikh Uchebnykh Zavedenii, Khimiya I Khimicheskaya Tekhnologiya","Известия высших учебных заведений. Химия и химическая технология / Izvestiya Vysshikh Uchebnykh Zavedenii, Khimiya I Khimicheskaya Tekhnologiya",NA,"CA(core), Scopus, WoS(ESCI)","да","да","да","","","","",""
616,"0021-3438","","Известия высших учебных заведений. Цветная металлургия (** англ. сост. в  Russian Journal of Non-Ferrous Metals)","Известия высших учебных заведений. Цветная металлургия","(** англ. сост. в Russian Journal of Non-Ferrous Metals)","Scopus (a), Springer (а), WoS (а)","да","да","","","да","","",""
617,"0368-0797","2410-2091","Известия высших учебных заведений. Черная металлургия /  Izvestiya Vysshikh Uchebnykh Zavedenii, Chernaya Metallurgiya/  Izvestiya. Ferrous Metallurgy  (***част. пер. в Steel in Translation)","Известия высших учебных заведений. Черная металлургия / Izvestiya Vysshikh Uchebnykh Zavedenii, Chernaya Metallurgiya/ Izvestiya. Ferrous Metallurgy","(***част. пер. в Steel in Translation)","CA(pt) (р), Scopus (рус, англ)","да","","да","","","","",""
618,"1561-5405","","Известия высших учебных заведений. Электроника","Известия высших учебных заведений. Электроника",NA,"CA(pt)","","","да","","","","",""
619,"0204-3327","","Известия высших учебных заведений. Ядерная энергетика / Izvestiya Wysshikh Uchebnykh Zawedeniy, Yadernaya Energetika","Известия высших учебных заведений. Ядерная энергетика / Izvestiya Wysshikh Uchebnykh Zawedeniy, Yadernaya Energetika",NA,"Scopus","да","","","","","","",""
620,"2226-3594","2410-1737","Известия Института математики и информатики Удмуртского государственного университета /  Izvestiya Instituta Matematiki i Informatiki Udmurtskogo Gosudarstvennogo Universiteta","Известия Института математики и информатики Удмуртского государственного университета / Izvestiya Instituta Matematiki i Informatiki Udmurtskogo Gosudarstvennogo Universiteta",NA,"MathSciNet, Scopus, WoS(ESCI), zbMATH","да","да","","","","","да","да"
621,"1997-7670","2541-8785","Известия Иркутского государственного университета. Серия Математика / Bulletin of Irkutsk State University. Series Mathematics","Известия Иркутского государственного университета. Серия Математика / Bulletin of Irkutsk State University. Series Mathematics",NA,"Scopus, WoS(ESCI), zbMATH","да","да","","","","","","да"
622,"0568-5281","","Известия Российской академии наук. Механика жидкости и газа (*англ. Fluid Dynamics)","Известия Российской академии наук. Механика жидкости и газа","(*англ. Fluid Dynamics)","CA(pt) (а), MathSciNet, Scopus (а), Springer (а), WoS (а),  zbMATH (a)","да","да","да","","да","","да","да"
623,"1026-3519","","Известия Российской академии наук. Механика твердого тела (*англ. Mechanics of Solids)","Известия Российской академии наук. Механика твердого тела","(*англ. Mechanics of Solids)","Scopus (а), WoS (а), zbMATH (a)","да","да","","","","","","да"
624,"1026-3470","","Известия Российской академии наук. Серия Биологическая (*англ. Biology Bulletin)","Известия Российской академии наук. Серия Биологическая","(*англ. Biology Bulletin)","CA(pt) (а), Scopus (а), Springer (а), WoS (а)","да","да","да","","да","","",""
625,"0373-2444","","Известия Российской академии наук. Серия Географическая / Izvestiya Rossiiskaya Akademii Nauk, Seriya Geograficheskaya (**англ.  сост. Regional Research of Russia)","Известия Российской академии наук. Серия Географическая / Izvestiya Rossiiskaya Akademii Nauk, Seriya Geograficheskaya","(**англ. сост. Regional Research of Russia)","Scopus (р, а). Springer (р)","да","","","","да","","",""
626,"1607-0046","","Известия Российской академии наук. Серия Математическая (*англ. Izvestiya. Mathematics)","Известия Российской академии наук. Серия Математическая","(*англ. Izvestiya. Mathematics)","MathSciNet, Scopus (а), WoS (а), zbMATH (a)","да","да","","","","","да","да"
627,"1026-3489","","Известия Российской академии наук. Серия Физическая (*англ. Bulletin of the Russian Academy of Sciences: Physics)","Известия Российской академии наук. Серия Физическая","(*англ. Bulletin of the Russian Academy of Sciences: Physics)","CA(core) (а), Scopus (а), Springer (а)","да","","да","","да","","",""
628,"1026-3500","","Известия Российской академии наук. Серия Химическая (*англ. Russian Chemical Bulletin)","Известия Российской академии наук. Серия Химическая","(*англ. Russian Chemical Bulletin)","CA(core - англ), Scopus (a), Springer (а) WoS (а)","да","да","да","","да","","",""
629,"1029-3620","","Известия Российской академии наук. Теория и системы управления (*англ. Journal of Computer and Systems Sciences International)","Известия Российской академии наук. Теория и системы управления","(*англ. Journal of Computer and Systems Sciences International)","MathSciNet, Scopus (а), WoS (а), zbMATH (a)","да","да","","","","","да","да"
